date,EUA_return,GAS_return,OIL_return,COAL_return,ELEC_return,IP_return,CPI_return,POLICY_dummy,PHASE_dummy
2023-03-20,-0.00456808993489588,-0.08176595469656767,0.011174819041361417,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-21,0.025499759028222435,-0.14448158255523325,0.020522466135089346,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-22,-0.008620247621241361,0.05051579013690177,0.018025653919992557,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-23,0.040161497090889675,0.02433210065953073,-0.01022287734950389,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-24,-0.054461572198413855,-0.019418085857101586,-0.012193733467507961,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-27,0.03146689631704458,0.0,0.0408913984345709,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-28,0.014307685067899811,-0.009852296443011666,0.006761507746830375,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-29,0.006911185685317456,-0.04040953833787664,-0.0047155220147647725,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-30,0.008627417742461674,0.005141399500418697,0.012567577519488005,-0.038609646042219836,-0.018312384666357318,-0.039078121,0.069,0,1
2023-03-31,0.010408201327432032,0.07410797215372189,0.006287747339655425,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-03,0.045280704533156246,0.07410797215372189,0.006287747339655425,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-04,-0.010681848346860257,-0.5656338602609858,0.08728976275306266,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-05,0.021147722852216333,-0.08317750647890787,-0.15835859175065536,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-06,-0.0026837340633010243,-0.08317750647890787,-0.15835859175065536,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-11,0.00741430643922758,-0.08317750647890787,-0.15835859175065536,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-12,-0.01238789455924394,-0.13549025710985563,-0.09504216889045747,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-13,-0.019721608453021844,-0.2231435513142097,0.09829986566255666,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-14,-0.0029708244661561523,-0.08701137698962969,0.0025522198051630696,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-17,-0.012833028217476006,0.16705408466316607,-0.018121679313520822,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-18,0.02382331108893787,0.009009069942365944,0.00011790833579361504,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-19,-0.008019458405305713,-0.013544225107757102,-0.019656287107981285,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-20,-0.02847664616782719,-0.0045558165358609015,-0.02460243761989922,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-21,-0.020705585527012182,0.0045558165358609015,0.006881388455644455,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-24,-0.014572615241632114,-0.0045558165358609015,0.013018003104722453,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-25,-0.019958465996665176,0.00909097170125206,-0.023976765961536195,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-26,-0.006587715243028924,-0.00909097170125206,-0.038878987485397865,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-27,0.005089069507470789,-0.00917437627604123,0.008714655785528436,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-04-28,0.011128434699084977,0.045052663940943205,0.014818815191321555,0.015441483284781121,-0.02995464503680001,0.007386922,0.07,0,1
2023-05-01,-0.023315922329142147,0.5099441781381848,-0.010743937791408698,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-02,0.03319282614474783,0.5099441781381848,-0.010743937791408698,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-03,-0.038814108074151754,0.5099441781381848,-0.010743937791408698,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-04,-0.007662872745568983,-0.554996842079128,0.07701746377645868,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-05,0.005429023130500532,-0.15954152846213465,-0.12105340202060688,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-08,0.007387896399889904,-0.15954152846213465,-0.12105340202060688,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,1,1
2023-05-09,0.02218461865422139,-0.019048194970694432,0.16100440097752866,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,1,1
2023-05-10,0.017557227345816884,0.11607217125275404,-0.06860424479641036,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,1,1
2023-05-11,-0.005517100072065517,0.11607217125275404,-0.06860424479641036,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,1,1
2023-05-12,0.004056343590057132,-0.07095173597228444,-0.08525036393684449,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,1,1
2023-05-15,-0.020333522722252084,-0.18970166409157718,-0.025849285287795176,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-16,0.020333522722252084,0.0132452267500206,-0.0042626904167413215,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
