config,horizon,rmse_mean,rmse_std,n_folds
n_qubits=4,1,0.027087945761466725,0.019018999500817035,37
n_qubits=4,22,0.02881833210707422,0.01779555217210539,37
n_qubits=6,1,0.036870097953504814,0.028561736626749337,37
n_qubits=6,22,0.03748171430065904,0.027699720180319957,37
