model,horizon,lb_stat,lb_pvalue,lags,white_noise
qk_svr,1,11.220905197724683,0.3405685264485907,10,True
qk_svr,5,9.128874708347176,0.5199182062560339,10,True
qk_svr,22,16.73176786069524,0.08051401337155202,10,True
