config,horizon,rmse_mean,rmse_std,n_folds
n_layers=1,1,0.027006162973870998,0.020534002911668944,37
n_layers=1,22,0.02786985662207921,0.01959080308483035,37
n_layers=2,1,0.027087945761466725,0.019018999500817035,37
n_layers=2,22,0.02881833210707422,0.01779555217210539,37
n_layers=3,1,0.02816768079450289,0.0218823164193846,37
n_layers=3,22,0.030411804423926794,0.020628331187955887,37
